Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
14316,Black Swan Green,David Mitchell,"Mitchell, David",,"=""0812974018""","=""9780812974010""",3,3.96,Random House,Paperback,296,2007,2006,2013/09/01,2013/08/18,,,read,"This book was a very interesting read. I have mixed feelings about it because the slang and language was initially difficult to understand and the plot didn't seem to be going anywhere (which is appropriate for the type of story). However, the author made me care for the main character, which I could relate to. Unfortunately, all the bad things that happen would bring my mood down whenever I read the book (of course, my mood improved when I read some of the better chapters). It is a testament to the Mitchell's skill that he can do this to a reader.<br/>In the end, I have to say I did enjoy most of it and can certainly see why the author has been praised for it.<br/><br/>For a full review, see my blog: http://strakul.blogspot.com/2013/09/book-review-black-swan-green-by-david.html#",,,1,,,0,,,,,
8177049,"Toll the Hounds (Malazan Book of the Fallen, #8)",Steven Erikson,"Erikson, Steven",,"=""""","=""""",4,4.35,Tor Books,Kindle Edition,1299,2008,2008,2013/08/17,2013/07/06,,,read,"This book was good, though it took me quite a while to finish. Most of the characters are old friends now whose stories we know well. The plot, while somewhat rambling and meandering, is cool and ties up neatly. We see some amazing events that I will not tell so as not to spoil the story. Overall, it's another fine addition to the Malazan universe and does feel like it's starting to wrap up.<br/><br/>For my full review, see my blog: http://strakul.blogspot.com/2013/08/book-review-toll-hounds-by-steven.html",,,1,,,0,,,,,
106750,The Ice People,René Barjavel,"Barjavel, René",Charles L. Markmann,"=""0688018602""","=""9780688018603""",4,4.12,William Morrow & Company,Hardcover,182,1971,1968,2012/06/23,2012/06/23,,,read,"I was lent this book and quickly read it on a long plane ride.<br/>It was actually quite good, despite my initial hesitation.<br/><br/>Here's a more detailed review: http://strakul.blogspot.com/2012/06/book-review-ice-people-la-nuit-des.html",,,1,,,0,,,,,
6563622,"The Shadow of the Wind (The Cemetery of Forgotten Books, #1)",Carlos Ruiz Zafón,"Zafón, Carlos Ruiz",Lucia Graves,"=""""","=""""",4,4.27,Penguin Group (USA),Kindle Edition,506,2005,2001,2013/07/24,2013/07/18,,,read,"Despite not being a fantasy or science fiction novel (as I typically read), this was pretty good. My only complaint is in the narrator and the expository nature of part of the story. I felt it could have been a bit better had the author left some of the task of piecing together the mystery to the reader. However, the characters and plot was engaging and I don't think anything important was lost in the translation.<br/><br/>A full review is available at my blog: http://strakul.blogspot.com/2013/07/book-review-shadow-of-wind-by-carlos.html",,,1,,,0,,,,,
13261812,Gone Girl,Gillian Flynn,"Flynn, Gillian",,"=""""","=""""",3,4.08,Crown,Kindle Edition,578,2012,2012,2013/05/25,2013/05/19,,,read,"This was quite an interesting read, despite being different from what I usually read.<br/>It was very suspenseful at times and kept me drawn to the story. The characters are engaging, but horrible. Parts of the story make you loose hope in humanity when you see how the characters are behaving. The author makes you feel creeped out and start to look suspiciously at those around you, and at yourself. That's not very fun at all, but it keeps you glued to find out if/how the characters redeem themselves. In the end, the twisted and creepy aspect means I probably wont be readily recommending the book unless that's really your sort of thing.<br/><br/>My full review is here: http://strakul.blogspot.com/2013/05/book-review-gone-girl-by-gillian-flynn.html",,,1,,,0,,,,,
8121642,The City & the City,China Miéville,"Miéville, China",,"=""""","=""""",5,3.91,,Kindle Edition,337,,2009,2013/06/25,2010/12/02,,,read,"A wonderful read! Expected more 'fantasy' to it, but in the end was very satisfied with what I found.<br/><br/>Read #2:<br/>The book is just as good as when I read it the first time. I think the term ""anti-fantasy"" is very appropriate here.<br/>A full review is now on my blog: http://strakul.blogspot.com/2013/06/book-review-city-city-by-china-mieville.html",,,2,,,0,,,,,
422452,Against a Dark Background,Iain M. Banks,"Banks, Iain M.",,"=""1857230310""","=""9781857230314""",0,4.11,Orbit,Paperback,480,1993,1993,,2013/06/09,to-read,to-read (#35),to-read,,,,0,,,0,,,,,
18630,"The Player of Games (Culture, #2)",Iain M. Banks,"Banks, Iain M.",,"=""0061053562""","=""9780061053566""",0,4.27,HarperPrism,Paperback,293,1997,1988,,2013/06/09,to-read,to-read (#34),to-read,,,,0,,,0,,,,,
12007,"Use of Weapons (Culture, #3)",Iain M. Banks,"Banks, Iain M.",,"=""185723135X""","=""9781857231359""",0,4.18,Orbit,Paperback,411,1992,1990,,2013/06/09,to-read,to-read (#33),to-read,,,,0,,,0,,,,,
10137823,"The Rithmatist (Rithmatist, #1)",Brandon Sanderson,"Sanderson, Brandon",Ben McSweeney,"=""0765320320""","=""9780765320322""",5,4.21,Tor Teen,Hardcover,378,2013,2013,2013/05/30,2013/05/26,,,read,"This was quite a fun book. It felt a bit short, though, probably because of the target audience and the straightforward plot. I would have liked to learn more about the world and the technology, as well as the history of Rithmatics, how exactly it works, and what's up with the tower in Nebrask. The characters, though they felt simpler than other of Sanderson's work, were still very fun, especially Melody. I look forward to hearing if Sanderson writes any more novels set in this universe.<br/><br/>For a full review, see my blog: http://strakul.blogspot.com/2013/05/book-review-rithmatist-by-brandon.html",,,1,,,0,,,,,
8623112,"Reaper's Gale (Malazan Book of the Fallen, #7)",Steven Erikson,"Erikson, Steven",,"=""""","=""""",5,4.38,Tor Books,Kindle Edition,844,2008,2007,2013/05/18,2013/04/14,,,read,Another satisfying addition to the Malazan Book of the Fallen!<br/>This one neatly ties up events in Book 5 and 6.<br/><br/>I have a full review up on my blog: http://strakul.blogspot.com/2013/05/book-review-reapers-gale-by-steven.html,,,1,,,0,,,,,
104089,Tigana,Guy Gavriel Kay,"Kay, Guy Gavriel",,"=""0451457765""","=""9780451457769""",5,4.06,Roc,Paperback,676,1999,1990,2013/04/13,2010/12/02,,,read,"This book was amazing. It's rare that you see such a well-developed epic tale in a single volume (ie, not part of a trilogy or larger series). The plot and setting are great, but it's the characters that really make the story shine. They are intricate and feel utterly real. <br/>Kay is an amazing author and has crafted an epic masterpiece in Tigana. Despite being one of the first few books I've read in 2013, I'm confident that it will be among the top 5 books I read all year. I will certainly have to pick up his latest work, River of Stars, some time soon.<br/><br/>For a full review, see my blog: http://strakul.blogspot.com/2013/04/book-review-tigana-by-guy-gavriel-kay.html",,,1,,,0,,,,,
827,"The Diamond Age: Or, a Young Lady's Illustrated Primer",Neal Stephenson,"Stephenson, Neal",Pedro Jorge Romero,"=""0553380966""","=""9780553380965""",3,4.16,Spectra,Paperback,499,2000,1995,2013/03/10,2010/12/18,,,read,"This was quite an interesting book, particularly in the world and it's technology. I felt the plot was all over the place, with the exception being Nell's coming-of-age plotline. The sense of time was also somewhat skewed from one chapter to the next, in my opinion. However, the characters were pretty interesting. In the end: not the author's best work, but still an interesting read.<br/><br/>A full review is available on my blog: http://strakul.blogspot.com/2013/03/book-review-diamond-age-by-neal.html",,,1,,,0,,,,,
7743175,"A Memory of Light (The Wheel of Time, #14)",Robert Jordan,"Jordan, Robert",Brandon Sanderson,"=""0765325950""","=""9780765325952""",5,4.50,Tor Books,Hardcover,912,2013,2013,2013/02/08,2012/02/26,,,read,"The end. Or perhaps I should say ""an"" end, since there are neither beginnings nor endings to the turning of the Wheel of Time.<br/>This book is the end of a 14 book series and I'm happy to say I was satisfied with the conclusion. It is not easy to wrap up such a long, epic tale, but Sanderson has done a fine job of it.<br/><br/>For my full review, see my blog: http://strakul.blogspot.com/2013/02/book-review-memory-of-light-by-robert.html",,,1,,,0,,,,,
13286546,"The Drowned Cities (Ship Breaker, #2)",Paolo Bacigalupi,"Bacigalupi, Paolo",,"=""""","=""""",5,3.90,"Little, Brown Books for Young Readers",Kindle Edition,436,2012,2012,2013/01/16,2012/05/01,,,read,"Wow. This was a great read. Fast-paced and action-packed. Excellent, realistic setting and neat characters. Only drawback is that the plot was rather simple and straightforward.<br/><br/>A more detailed review is available on my blog: http://strakul.blogspot.com/2013/01/book-review-drowned-cities-by-paolo.html",,,1,,,0,,,,,
6457620,"The Light Fantastic (Discworld, #2)",Terry Pratchett,"Pratchett, Terry",,"=""""","=""""",4,3.96, HarperCollins Publishers,Kindle Edition,292,2009,1986,2013/01/01,2012/12/30,,,read,"I read this way too fast. It was good, light, and simple.<br/><br/>I forgot to update this here, but my blog now has my review: http://strakul.blogspot.com/2013/01/book-review-light-fantastic-by-terry.html",,,1,,,0,,,,,
28694,"Shadowmarch (Shadowmarch, #1)",Tad Williams,"Williams, Tad",,"=""0756403596""","=""9780756403591""",0,3.74,DAW,Mass Market Paperback,796,2006,2004,,2013/01/19,to-read,to-read (#32),to-read,,,,0,,,0,,,,,
91981,"The Dragonbone Chair (Memory, Sorrow, and Thorn, #1)",Tad Williams,"Williams, Tad",,"=""0756402697""","=""9780756402693""",0,3.94,DAW,Paperback,672,2005,1988,,2013/01/19,to-read,to-read (#31),to-read,,,,0,,,0,,,,,
23340,Tailchaser's Song,Tad Williams,"Williams, Tad",,"=""0886779537""","=""9780886779535""",0,3.97,DAW Books Inc. ,Paperback,364,2000,1985,,2013/01/19,to-read,to-read (#30),to-read,,,,0,,,0,,,,,
12903571,"The Color of Magic (Discworld, #1)",Terry Pratchett,"Pratchett, Terry",,"=""""","=""""",4,3.98,Harper Paperbacks,Kindle Edition,287,2011,1983,2012/12/29,2010/12/02,,,read,"It's taken me this long to finally get to ready Pratchett. I shouldn't have waited so long: it was awesome.<br/>The book is funny and simple with lots of crazy things going on. One of the main reasons I love to read is to see new worlds and this book delivers an amazing universe: the world is a disc on the backs of 4 elephants who ride atop a giant turtle through space. It seems impossible and it is, but it is internally consistent and completely satisfying. I'll certainly be checking out more of the Discword.<br/><br/>My full review: http://strakul.blogspot.com/2012/12/book-review-color-of-magic-by-terry.html",,,1,,,0,,,,,
226004,"A Deepness in the Sky (Zones of Thought, #2)",Vernor Vinge,"Vinge, Vernor",,"=""0812536355""","=""9780812536355""",0,4.32,Tor Science Fiction,Mass Market Paperback,775,2000,1999,,2012/12/29,to-read,to-read (#29),to-read,,,,0,,,0,,,,,
16004601,"Legion (Legion, #1)",Brandon Sanderson,"Sanderson, Brandon",,"=""""","=""""",5,4.14,Dragonsteel Entertainment,Kindle Edition,88,2012,2012,2012/12/24,2012/12/22,,,read,"I read this story fast and found it interesting and cool. I was a bit hesitant at first, since I didn't see how a man's hallucinations could possible serve to help him solve mysteries, but Brandon Sanderson makes it work. In addition to the cool character, he introduces a really cool piece of technology: a camera that can take pictures of the past. The whole plot revolves around it being stolen and the implications of how it can be used. Makes for some very good discussions.<br/><br/>A longer review is available on my blog: http://strakul.blogspot.com/2012/12/novella-review-legion-by-brandon.html",,,1,,,0,,,,,
16131932,The Emperor's Soul,Brandon Sanderson,"Sanderson, Brandon",,"=""""","=""""",4,4.32,Dragonsteel Entertainment,Kindle Edition,144,2012,2012,2012/12/22,2012/12/10,,,read,"This was a quick and fascinating read into a master Forger and how she attempts to make a masterpiece while captured and yet leave with her life.<br/>Like all of Brandon Sanderson's books, the best part of it is the magic system: Forging. At first you don't have a clear idea behind it, but as the story progresses you learn more and more about it.<br/>The story could have been a bit longer and things seemed a bit easy for the main character, but it's only a novella so you expect a quick resolution to the conflicts.<br/><br/>A longer review is available at my blog: http://strakul.blogspot.com/2012/12/novella-review-emperors-soul-by-brandon.html",,,1,,,0,,,,,
8260815,"Bonehunters (Malazan Book of the Fallen, #6)",Steven Erikson,"Erikson, Steven",,"=""""","=""""",4,4.45,,Kindle Edition,,,2006,2012/12/08,2012/09/24,,,read,"This took me far too long to complete, not because it was boring - far from it - but because I had too much going on at the same time. The book is heavy, though, not so much in terms of length (which is still considerable at ~800 pages) but in terms of how fast one can read it. It is not a light book to pick up as you go along, you certainly need to sit down and think as you go through it.<br/>Overall, I did enjoy the book, but not as much as some of the prior Malazan books (though I did find it better than Book 5).<br/><br/>A more detailed review is available at my blog: http://strakul.blogspot.com/2012/12/book-review-bonehunters-by-steven.html",,,1,,,0,,,,,
13075018,"The King's Blood (The Dagger and the Coin, #2)",Daniel Abraham,"Abraham, Daniel",,"=""""","=""""",4,4.00,Orbit,Kindle Edition,517,2012,2012,2012/09/23,2012/04/29,,,read,"I enjoyed the prior book a lot and reading through this one (and subsequently reviewing it) has made me realize how important good characters are to the story. Daniel Abraham is a master at crafting vivid characters that fail to fit standard stereotypes. You honestly can't tell who the villain is until, well, I'm actually still not sure who the villain is. (I guess the priests and their Goddess?)<br/><br/>Unfortunately, the world building seems a bit half-done (all those races of humanity and we only really explore one- normal humans?) and so much happens in terms of plot that I can barely remember what happened in the prior book. These just feel like minor inconveniences, though.<br/><br/>Regardless, this is a great read thanks to the amazing characterization.<br/>Read my full review here: http://strakul.blogspot.com/2012/09/book-review-kings-blood-by-daniel.html",,,1,,,0,,,,,
8291178,"A Fire Upon the Deep (Zones of Thought, #1)",Vernor Vinge,"Vinge, Vernor",,"=""""","=""""",5,4.13,Tor Science Fiction,Kindle Edition,613,2007,1992,2012/08/31,2012/07/15,,,read,"An epic space opera told in the grandest of all scales.<br/>The world, or perhaps I should say universe, is so richly detailed that I wish I could spend more time reading it (fortunately there are other books set in it, including a direct sequel; hooray!). The plot draws from simple ideas, but expands in very cool ways and keeps you deep in the story. And the characters are cool too: even the alien ones have feelings and thoughts we can relate to.<br/>There are so many diverse concepts --- Galactic struggles, Zones of thought, group minds --- that each one alone would make for a great story. Vernor Vinge has managed to tie all these varied ideas, along with some neat characters and a good plot, to tell an amazing story.<br/><br/>For a detailed review, see my blog: http://strakul.blogspot.com/2012/09/book-review-fire-upon-deep-by-vernor.html",,,1,,,0,,,,,
12479382,"Assassin's Apprentice (Farseer Trilogy, #1)",Robin Hobb,"Hobb, Robin",,"=""""","=""""",4,4.15,Harper Voyager ,Kindle Edition,401,2011,1995,2012/08/15,2012/08/03,,,read,"I enjoyed this book quite a bit. I was reminded of several other books while I read it, but that's only because the author takes a familiar, timeless tale and makes it her own. This is the story of a young man with a great gift, but deprived of his family, who must now struggle to find his place in the world.<br/>One thing I wished for was greater subtlety in the characters. It was very obvious who were the good guys and who were the bad guys. The pacing could also have been faster, though I kinda liked the leisurely pace at times.<br/>I will certainly be looking into the rest of the Farseer universe.<br/><br/>A full review is now up in my blog: http://strakul.blogspot.com/2012/08/book-review-assassins-apprentice-by.html",,,1,,,0,,,,,
6589085,Anansi Boys,Neil Gaiman,"Gaiman, Neil",,"=""""","=""""",5,4.02,William Morrow,Kindle Edition,416,2009,2005,2012/08/06,2012/08/02,,,read,"This book was way better than I expected. My initial impression suffered from an unlikeable character and simplistic plot, but Gaiman is able to go with this and make you care and like it. By the end you love the characters and realize the plot was more intricate than you expected. There's also a lot of good humor throughout the book, so much so that I actually chuckled or laughed out loud several times.<br/>I don't remember too much from [b:American Gods|4407|American Gods|Neil Gaiman|http://photo.goodreads.com/books/1258417001s/4407.jpg|1970226], which is set in the same universe, but I got a far better impression with this book.<br/><br/>For a full review: http://strakul.blogspot.com/2012/08/book-review-anansi-boys-by-neil-gaiman.html",,,1,,,0,,,,,
12844699,"Libriomancer (Magic Ex Libris, #1)",Jim C. Hines,"Hines, Jim C.",,"=""0756407397""","=""9780756407391""",0,3.80,DAW,Hardcover,308,2012,2012,,2012/08/09,to-read,to-read (#28),to-read,,,,0,,,0,,,,,
8119976,"Midnight Tides (Malazan Book of the Fallen, #5)",Steven Erikson,"Erikson, Steven",,"=""""","=""""",4,4.38,Tor Books,Kindle Edition,628,2007,2004,2012/07/31,2012/07/08,,,read,"Another great addition to the Malazan universe. The reason I give it 4 rather than 5 stars is that at times it felt a bit more like a side story or otherwise disconnected from the rest of the action in the prior books. Near the end, however, it redeems itself and we realize that this is indeed just one aspect of the greater tapestry being woven in the Malazan Book of the Fallen.<br/><br/>A more detail is available here: http://strakul.blogspot.com/2012/08/book-review-midnight-tides-by-steven.html",,,1,,,0,,,,,
13613093,"The Winds of Khalakovo (Lays of Anuskaya, #1)",Bradley P. Beaulieu,"Beaulieu, Bradley P.",,"=""""","=""""",4,3.33,Night Shade Books,Kindle Edition,467,2011,2011,2012/07/08,2012/03/31,,,read,"This book surprised me by being better than I expected. I was hesitant at first with all the Russian-inspired words thrown in and the, at first, generic-sounding story, but things really got cool as the story progressed. Despite taking breaks to travel and read another book, I kept coming back to this and devouring chapters, especially near the end. There's an interesting blend of fantasy/sci-fi tropes in this, with muskets, airships, and elemental spirits all over the place. <br/>The ending was also quite interesting. In most cases, you have the good guys win and everyone lives happily ever after. This story doesn't end quite like that (you'll have to read to find out why) and reveals that despite the epic conclusion, there is still more to come.<br/>Why not 5 stars? The story is a bit heavy-handed and confusing at time, especially with all the new terms and tons of characters (most of which don't play that much of a role). It's still a fun story, and a good read.<br/><br/>A more detailed review is available in my blog: http://strakul.blogspot.com/2012/07/book-review-winds-of-khalakovo-by.html",,,1,,,0,,,,,
15517815,Redshirts,John Scalzi,"Scalzi, John",,"=""""","=""""",3,3.85,Tor Books,Kindle Edition,318,2012,2012,2012/06/15,2012/02/26,,,read,"This book was hilarious and fun to read. Scalzi is a genius storyteller.<br/><br/>I'm beginning to dislike the star-rating system, though. I would give this 3.5. Why no higher?<br/>Halfway through the book I felt betrayed. I was expecting one thing and Scalzi turns the book around and gives me something else. <br/>Is it still good? Absolutely, but I thought it would be better given the great start and thus felt completely underwhelmed. <br/><br/>It's like when you are reading a mystery and the author reveals the first possible solution. You expect him to reveal a few more and then completely surprise you with a new solution that is nonetheless perfectly consistent with the story and ultimately more satisfying. This is not that type of book: you get the first solution, and that's it. That's the answer. Just have to wrap up the story now. <br/>Fortunately, the humor and characters manage to make it enjoyable throughout.<br/><br/>A more detailed review is up on my blog: http://strakul.blogspot.com/2012/06/book-review-redshirts-by-john-scalzi.html",,,1,,,0,,,,,
3437316,"The January Dancer (Spiral Arm, #1)",Michael Flynn,"Flynn, Michael",,"=""0765318172""","=""9780765318176""",0,3.45,Tor Books,Hardcover,350,2008,2008,,2012/07/08,to-read,to-read (#27),to-read,,,,0,,,0,,,,,
458394,"Night of Knives (Novels of the Malazan Empire, #1)",Ian C. Esslemont,"Esslemont, Ian C.",,"=""0593057813""","=""9780593057810""",0,3.84,Bantam Press,Hardcover,304,2007,2004,,2012/07/08,to-read,to-read (#26),to-read,,,,0,,,0,,,,,
208,"A Shadow in Summer (Long Price Quartet, #1)",Daniel Abraham,"Abraham, Daniel",,"=""0765313405""","=""9780765313409""",0,3.61,Tor Books,Hardcover,331,2006,2006,,2012/06/14,to-read,to-read (#25),to-read,,,,0,,,0,,,,,
12969550,"The Killing Moon (Dreamblood, #1)",N.K. Jemisin,"Jemisin, N.K.",,"=""""","=""""",4,3.92,Orbit,Kindle Edition,442,2012,2012,2012/06/10,2012/02/26,,,read,"This was an interesting book, but it was very different from what I anticipated. The magic system (narcomancy) was cool, but unexpected. It clearly had some influences from ancient Egyptian beliefs. Despite all this, the book was engaging showing a unique culture.<br/><br/>A more detailed review is up on my blog: http://strakul.blogspot.com/2012/06/book-review-killing-moon-by-nk-jemisin.html",,,1,,,0,,,,,
12618868,Railsea,China Miéville,"Miéville, China",,"=""""","=""""",5,3.89,Del Rey,Kindle Edition,384,2012,2012,2012/05/26,2012/03/18,,,read,"The book started off a bit slowly and I wasn't sure whether I should be treating it is as a YA book or Mieville's usual fare. However, the pace quickly picked up and I got very interested in the story and the world. The ending in particular was very satisfying.<br/><br/>A more in-depth review is available in my blog here: http://strakul.blogspot.com/2012/05/book-review-railsea-by-china-mieville.html",,,1,,,0,,,,,
8177008,"House of Chains (Malazan Book of the Fallen, #4)",Steven Erikson,"Erikson, Steven",,"=""""","=""""",5,4.33,Tor Books,Kindle Edition,676,2006,2002,2012/05/15,2012/04/24,,,read,"Another great addition to the Malazan universe. This book feels a little bit more personal (thanks to Karsa's story) than the others, but it still manages to juggle multiple disparate plot lines into a single, epic conclusion that leaves you breathless (and wanting more!).<br/><br/>A more detailed review is available at my blog: http://strakul.blogspot.com/2012/05/book-review-house-of-chains-by-steven.html",,<haml:newline/>,1,,,0,,,,,
6101718,"The Magicians (The Magicians, #1)",Lev Grossman,"Grossman, Lev",,"=""0670020559""","=""9780670020553""",0,3.52,Viking,Hardcover,402,2009,2009,,2012/04/30,,,read,,,,1,,,0,,,,,
8897966,"Ship Breaker (Ship Breaker, #1)",Paolo Bacigalupi,"Bacigalupi, Paolo",,"=""""","=""""",4,3.74,"Little, Brown Books for Young Readers",Kindle Edition,337,2010,2010,2012/04/22,2011/08/03,,,read,"I finished this book far too quickly: it was very engaging and fun. [a:Paolo Bacigalupi|1226977|Paolo Bacigalupi|http://photo.goodreads.com/authors/1278742221p2/1226977.jpg] has created a truly engaging story made ready accessible thanks to its simple language and plot. That's not to say that this is a shallow book: it's set in a very realistic postapocalyptic world and deals with the issues of global warming, famine, and our dependence on oil. <br/><br/>It feels a lot simpler and cleaner than [b:The Windup Girl|6597651|The Windup Girl|Paolo Bacigalupi|http://photo.goodreads.com/books/1278940608s/6597651.jpg|6791425], but also touches on many of the similar themes. I think I enjoyed that book more than Ship Breaker, but I can still recommend either without reservations. One thing to note is that this is a young adult novel and it really shows in how it deals with characters and the plot, though it does have some very dark things (like murder, addiction, etc) thrown into the mix.<br/><br/>My full review is now up at my blog: http://strakul.blogspot.com/2012/04/book-review-ship-breaker-by-paolo.html",,,1,,,0,,,,,
10755498,Embassytown,China Miéville,"Miéville, China",,"=""""","=""""",5,3.88,,Kindle Edition,345,,2011,2012/04/19,2011/01/04,,,read,"China Mieville does it again: an excellent book! This may be the best I've read from him yet (or best ever), though at the moment I can't decide if I like it more than [b:The City & The City|4703581|The City and the City|China Miéville|http://photo.goodreads.com/books/1320475957s/4703581.jpg|4767909].<br/>The first ~third of the book is absolutely awesome. It's classic sci-fi like something you would expect from Asimov or Clarke.<br/>The next ~third drags a bit, but only because the focus shifts a bit from being about the concepts to being about the plot/characters.<br/>The final ~third is great and shines new light on that middle third that makes it quite exciting.<br/>The ending is quite satisfying and the story overall doesn't feel as dark as some of his other works (I'm looking at you, [b:Perdido Street Station|68494|Perdido Street Station (New Crobuzon, #1)|China Miéville|http://photo.goodreads.com/books/1327891688s/68494.jpg|3221410]).<br/>I love the way he expresses the Hosts' Language. It looks easy to pronounce, but is, in fact, impossible to do so- a truly alien way of speaking.<br/>My only regret is that we didn't see more of the immer. I would love to read other books set in this universe.<br/><br/>I would recommend this book to fans of aliens, space travel, language, and/or sociology/politics. I would not be surprised to see this book nominated for (and winning) awards this year.<br/><br/>Update (4/19/12): after the Hugo nomination I decided to re-read the book. Here are my thoughts: http://strakul.blogspot.com/2012/04/book-review-embassytown-by-china.html",,,2,,,0,,,,,
14497,"Neverwhere (London Below, #1)",Neil Gaiman,"Gaiman, Neil",,"=""0060557818""","=""9780060557812""",4,4.16,William Morrow Paperbacks,Paperback,370,2003,1996,2012/04/06,2012/01/01,,,read,"Despite the slow start and the slightly derivative feel throughout the novel, I enjoyed the book. It's a bit hard to point out what is the best/worst in this book or to tell exactly why I liked it. Neil Gaiman is just a pretty good author.<br/><br/>A more thorough review is available here: http://strakul.blogspot.com/2012/04/book-review-neverwhere-by-neil-gaiman.html",,,1,,,0,,,,,
8528840,"Crystal Rain (Xenowealth, #1)",Tobias S. Buckell,"Buckell, Tobias S.",,"=""""","=""""",4,3.59,,Kindle Edition,385,,2006,2012/03/28,2012/03/02,,,read,"This book wasn't bad, but I would actually give it a 3.5-star rating if I could.<br/>The setting was very nice: 'old' sci-fi technology amidst a colonial-type caribbean world where gods/aliens and religion/technology blend together.<br/>Most of the characters, however, were fairly flat and boring and that really hurt the story. The plot wasn't terribly outstanding either.<br/>It was still a fun, fast-paced book and enjoyable, but not something you remember years later. The story continues and it would be interesting to see how the world develops and becomes more technological in the coming centuries.<br/><br/>A more in-depth review will be up in my blog after a few days and I'll update this entry accordingly.",,,1,,,0,,,,,
10377639,"Memories of Ice (Malazan Book of the Fallen, #3)",Steven Erikson,"Erikson, Steven",,"=""""","=""""",5,4.42,Tor Books,Kindle Edition,945,2006,2001,2012/03/18,2012/02/23,,,read,"Another satisfying book in the Malazan Book of the Fallen. I am really liking this series and will try my best to finish it.<br/>What can I say about this book? Superb characters, the same detailed setting we know and love, and an intricate plot as we have come to expect from Steven Erikson. <br/>Minor quibbles are that it felt like two books (until the conclusion) due to the two big climaxes at Capustan and Cora and minor typographic errors in my Kindle version.<br/>I've written a much more detailed review here: http://strakul.blogspot.com/2012/03/book-review-memories-of-ice-by-steven.html",,,1,,,1,,,unspecified,,
11487807,"Throne of the Crescent Moon (The Crescent Moon Kingdoms, #1)",Saladin Ahmed,"Ahmed, Saladin",,"=""0756407117""","=""9780756407117""",0,3.64,DAW,Hardcover,274,2012,2012,,2012/03/09,to-read,to-read (#24),to-read,,,,0,,,0,,,,,
11324713,"The Dreaming Void (Void, #1)",Peter F. Hamilton,"Hamilton, Peter F.",,"=""""","=""""",3,4.18,Tor,Kindle Edition,804,2008,2007,2012/02/20,2012/02/08,,,read,"The book started off a bit slowly and the characters took a while to get interesting. However, the universe and the plot itself was engaging. The story within the Void, which is perceived through a character's dreams, was, in my opinion, the best part of the book. It was far more developed, personal, and engaging than the true plot. I kept wanting to skip ahead and read the Dream parts rather than the actual story. By the end, things were looking good though (and were awesome in the Dream). I may check out the rest of the trilogy some time later.<br/><br/>A more detailed review can be found here: http://strakul.blogspot.com/2012/02/book-review-dreaming-void-by-peter-f.html",,,1,,,0,,,,,
11085872,"The Kingdom of Gods (The Inheritance Trilogy, #3)",N.K. Jemisin,"Jemisin, N.K.",,"=""""","=""""",4,3.96,Orbit,Kindle Edition,577,2011,2011,2012/02/07,2011/03/17,,,read,"This book was better than I expected. I was a bit hesitant at first since the second book wasn't as impressive as the first and this one had a god (Sieh) as the main character. Still, [a:N.K. Jemisin|2917917|N.K. Jemisin|http://photo.goodreads.com/authors/1243734625p2/2917917.jpg] is a great author and managed to capture my interest very quickly. Without spoiling it, the ending was great and powerful. Here's a more detailed review: http://strakul.blogspot.com/2012/02/book-review-kingdom-of-gods-by-nk.html",,,1,,,0,,,,,
7914507,Anathem,Neal Stephenson,"Stephenson, Neal",,"=""""","=""""",5,4.16,HarperCollins e-books,Kindle Edition,1010,2008,2008,2012/02/02,2012/01/21,,,read,This was an excellent book. I love the setting and the language in this world. I think I read it more to learn about this society than for any plot or characters. Here's a more in-depth review: http://strakul.blogspot.com/2012/02/book-review-anathem-by-neal-stephenson.html,,,1,,,0,,,,,
8260833,"The Path of Daggers (The Wheel of Time, #8)",Robert Jordan,"Jordan, Robert",,"=""""","=""""",4,3.91,Tor Books,Kindle Edition,669,2010,1998,2012/01/20,2010/12/02,,,read,"Another great addition to the Wheel of Time series. Not my favorite, but it's also difficult to judge since it is 8th in a 14 book series. It ends some plot lines, while starting others so it can't be read by itself.<br/><br/>I have a more detailed review at http://strakul.blogspot.com/2012/01/book-review-path-of-daggers-by-robert.html",,,1,,,0,,,,,
68496,Un Lun Dun,China Miéville,"Miéville, China",,"=""0345495160""","=""9780345495167""",5,3.82,Del Rey,Hardcover,432,2007,2007,2012/01/06,2012/01/01,,,read,"Another great Mieville book! This one isn't too dark or gruesome (it's YA after all), but still has all the neat language and setting of his other works.<br/>A more in-depth review is available here: http://strakul.blogspot.com/2012/01/book-review-un-lun-dun-by-china.html",,,1,,,0,,,,,
